codigo_abonado,cedula,nombre,telefono
SG103196,1090003196,Eduardo Rendón Jaramillo,3105003196
TC103197,1090003197,Fabián Zapata Yepes,3105003197
DQ103198,1090003198,Germán Galvis Muñoz,3105003198
TC103199,1090003199,Hernán Bermúdez Nieto,3105003199
VG103200,1090003200,Iván Ibarra Bohórquez,3105003200
C103201,1090003201,Jaime Quiroga Cadavid,3105003201
TC103202,1090003202,Kevin Yepes Quiroga,3105003202
DQ103203,1090003203,Leonardo Forero Espinal,3105003203
C103204,1090003204,Mauricio Acosta Franco,3105003204
SG103205,1090003205,Nelson Hincapié Tabares,3105003205
SG103206,1090003206,Óscar Peláez Higuita,3105003206
SG103207,1090003207,Pablo Wilches Ibarra,3105003207
TCF103208,1090003208,Ramiro Espinal Wilches,3105003208
CH103209,1090003209,Sergio Muñoz Leal,3105003209
CH103210,1090003210,Tomás Gómez Montoya,3105003210
C103211,1090003211,Ulises Ocampo Arcila,3105003211
C103212,1090003212,Vicente Valderrama Bermúdez,3105003212
SG103213,1090003213,Wilson Delgado Peláez,3105003213
C103214,1090003214,Yesid Leal Delgado,3105003214
C103215,1090003215,Zacarías Franco Escudero,3105003215
C103216,1090003216,Ana Nieto Salgado,3105003216
C103217,1090003217,Beatriz Urrego Galvis,3105003217
SG103218,1090003218,Camila Cuartas Hincapié,3105003218
TC103219,1090003219,Diana Jurado Valderrama,3105003219
DQ103220,1090003220,Elena Escudero Jurado,3105003220
C103221,1090003221,Fabiola Montoya Lemus,3105003221
TC103222,1090003222,Gloria Tabares Zapata,3105003222
C103223,1090003223,Helena Bohórquez Acosta,3105003223
VG103224,1090003224,Irene Isaza Ocampo,3105003224
TC103225,1090003225,Julia Duarte Cuartas,3105003225
TC103226,1090003226,Karen Lemus Duarte,3105003226
C103227,1090003227,Laura Salgado Rendón,3105003227
TC103228,1090003228,Marta Arcila Forero,3105003228
DQ103229,1090003229,Nidia Higuita Gómez,3105003229
SG103230,1090003230,Olga Cadavid Urrego,3105003230
TC103231,1090003231,Paula Jaramillo Isaza,3105003231
C103232,1090003232,Rocío Rendón Jaramillo,3105003232
TCF103233,1090003233,Sandra Zapata Yepes,3105003233
DQ103234,1090003234,Tatiana Galvis Muñoz,3105003234
DQ103235,1090003235,Úrsula Bermúdez Nieto,3105003235
DQ103236,1090003236,Valeria Ibarra Bohórquez,3105003236
SG103237,1090003237,Ximena Quiroga Cadavid,3105003237
DQ103238,1090003238,Yolanda Yepes Quiroga,3105003238
C103239,1090003239,Zulma Forero Espinal,3105003239
SG103240,1090003240,Alberto Acosta Franco,3105003240
SG103241,1090003241,Bernardo Hincapié Tabares,3105003241
SR103242,1090003242,Carlos Peláez Higuita,3105003242
TC103243,1090003243,Damián Wilches Ibarra,3105003243
SG103244,1090003244,Eduardo Espinal Wilches,3105003244
TC103245,1090003245,Fabián Muñoz Leal,3105003245
SG103246,1090003246,Germán Gómez Montoya,3105003246
TC103247,1090003247,Hernán Ocampo Arcila,3105003247
DQ103248,1090003248,Iván Valderrama Bermúdez,3105003248
TC103249,1090003249,Jaime Delgado Peláez,3105003249
DQ103250,1090003250,Kevin Leal Delgado,3105003250
SG103251,1090003251,Leonardo Franco Escudero,3105003251
TC103252,1090003252,Mauricio Nieto Salgado,3105003252
SG103253,1090003253,Nelson Urrego Galvis,3105003253
TC103254,1090003254,Óscar Cuartas Hincapié,3105003254
C103255,1090003255,Pablo Jurado Valderrama,3105003255
CH103256,1090003256,Ramiro Escudero Jurado,3105003256
VG103257,1090003257,Sergio Montoya Lemus,3105003257
C103258,1090003258,Tomás Tabares Zapata,3105003258
SR103259,1090003259,Ulises Bohórquez Acosta,3105003259
TC103260,1090003260,Vicente Isaza Ocampo,3105003260
C103261,1090003261,Wilson Duarte Cuartas,3105003261
TCF103262,1090003262,Yesid Lemus Duarte,3105003262
TCF103263,1090003263,Zacarías Salgado Rendón,3105003263
TC103264,1090003264,Ana Arcila Forero,3105003264
TC103265,1090003265,Beatriz Higuita Gómez,3105003265
C103266,1090003266,Camila Cadavid Urrego,3105003266
VG103267,1090003267,Diana Jaramillo Isaza,3105003267
C103268,1090003268,Elena Rendón Jaramillo,3105003268
SR103269,1090003269,Fabiola Zapata Yepes,3105003269
DQ103270,1090003270,Gloria Galvis Muñoz,3105003270
TC103271,1090003271,Helena Bermúdez Nieto,3105003271
C103272,1090003272,Irene Ibarra Bohórquez,3105003272
VG103273,1090003273,Julia Quiroga Cadavid,3105003273
C103274,1090003274,Karen Yepes Quiroga,3105003274
C103275,1090003275,Laura Forero Espinal,3105003275
SR103276,1090003276,Marta Acosta Franco,3105003276
SG103277,1090003277,Nidia Hincapié Tabares,3105003277
DQ103278,1090003278,Olga Peláez Higuita,3105003278
DQ103279,1090003279,Paula Wilches Ibarra,3105003279
DQ103280,1090003280,Rocío Espinal Wilches,3105003280
DQ103281,1090003281,Sandra Muñoz Leal,3105003281
DQ103282,1090003282,Tatiana Gómez Montoya,3105003282
C103283,1090003283,Úrsula Ocampo Arcila,3105003283
SR103284,1090003284,Valeria Valderrama Bermúdez,3105003284
SG103285,1090003285,Ximena Delgado Peláez,3105003285
SR103286,1090003286,Yolanda Leal Delgado,3105003286
TC103287,1090003287,Zulma Franco Escudero,3105003287
SR103288,1090003288,Alberto Nieto Salgado,3105003288
C103289,1090003289,Bernardo Urrego Galvis,3105003289
DQ103290,1090003290,Carlos Cuartas Hincapié,3105003290
TC103291,1090003291,Damián Jurado Valderrama,3105003291
TC103292,1090003292,Eduardo Escudero Jurado,3105003292
DQ103293,1090003293,Fabián Montoya Lemus,3105003293
TC103294,1090003294,Germán Tabares Zapata,3105003294
C103295,1090003295,Hernán Bohórquez Acosta,3105003295
SR103296,1090003296,Iván Isaza Ocampo,3105003296
DQ103297,1090003297,Jaime Duarte Cuartas,3105003297
C103298,1090003298,Kevin Lemus Duarte,3105003298
C103299,1090003299,Leonardo Salgado Rendón,3105003299
VG103300,1090003300,Mauricio Arcila Forero,3105003300
DQ103301,1090003301,Nelson Higuita Gómez,3105003301
SG103302,1090003302,Óscar Cadavid Urrego,3105003302
TC103303,1090003303,Pablo Jaramillo Isaza,3105003303
C103304,1090003304,Ramiro Rendón Jaramillo,3105003304
DQ103305,1090003305,Sergio Zapata Yepes,3105003305
DQ103306,1090003306,Tomás Galvis Muñoz,3105003306
C103307,1090003307,Ulises Bermúdez Nieto,3105003307
C103308,1090003308,Vicente Ibarra Bohórquez,3105003308
TCF103309,1090003309,Wilson Quiroga Cadavid,3105003309
SG103310,1090003310,Yesid Yepes Quiroga,3105003310
C103311,1090003311,Zacarías Forero Espinal,3105003311
C103312,1090003312,Ana Acosta Franco,3105003312
SG103313,1090003313,Beatriz Hincapié Tabares,3105003313
DQ103314,1090003314,Camila Peláez Higuita,3105003314
TC103315,1090003315,Diana Wilches Ibarra,3105003315
SR103316,1090003316,Elena Espinal Wilches,3105003316
TC103317,1090003317,Fabiola Muñoz Leal,3105003317
SG103318,1090003318,Gloria Gómez Montoya,3105003318
DQ103319,1090003319,Helena Ocampo Arcila,3105003319
DQ103320,1090003320,Irene Valderrama Bermúdez,3105003320
DQ103321,1090003321,Julia Delgado Peláez,3105003321
SG103322,1090003322,Karen Leal Delgado,3105003322
DQ103323,1090003323,Laura Franco Escudero,3105003323
VG103324,1090003324,Marta Nieto Salgado,3105003324
C103325,1090003325,Nidia Urrego Galvis,3105003325
SR103326,1090003326,Olga Cuartas Hincapié,3105003326
TC103327,1090003327,Paula Jurado Valderrama,3105003327
SR103328,1090003328,Rocío Escudero Jurado,3105003328
TC103329,1090003329,Sandra Montoya Lemus,3105003329
DQ103330,1090003330,Tatiana Tabares Zapata,3105003330
TC103331,1090003331,Úrsula Bohórquez Acosta,3105003331
TC103332,1090003332,Valeria Isaza Ocampo,3105003332
SR103333,1090003333,Ximena Duarte Cuartas,3105003333
DQ103334,1090003334,Yolanda Lemus Duarte,3105003334
C103335,1090003335,Zulma Salgado Rendón,3105003335
C103336,1090003336,Alberto Arcila Forero,3105003336
DQ103337,1090003337,Bernardo Higuita Gómez,3105003337
C103338,1090003338,Carlos Cadavid Urrego,3105003338
SR103339,1090003339,Damián Jaramillo Isaza,3105003339
TCF103340,1090003340,Eduardo Rendón Jaramillo,3105003340
TC103341,1090003341,Fabián Zapata Yepes,3105003341
TC103342,1090003342,Germán Galvis Muñoz,3105003342
SG103343,1090003343,Hernán Bermúdez Nieto,3105003343
SR103344,1090003344,Iván Ibarra Bohórquez,3105003344
C103345,1090003345,Jaime Quiroga Cadavid,3105003345
DQ103346,1090003346,Kevin Yepes Quiroga,3105003346
DQ103347,1090003347,Leonardo Forero Espinal,3105003347
C103348,1090003348,Mauricio Acosta Franco,3105003348
DQ103349,1090003349,Nelson Hincapié Tabares,3105003349
TC103350,1090003350,Óscar Peláez Higuita,3105003350
TCF103351,1090003351,Pablo Wilches Ibarra,3105003351
DQ103352,1090003352,Ramiro Espinal Wilches,3105003352
C103353,1090003353,Sergio Muñoz Leal,3105003353
C103354,1090003354,Tomás Gómez Montoya,3105003354
SG103355,1090003355,Ulises Ocampo Arcila,3105003355
SG103356,1090003356,Vicente Valderrama Bermúdez,3105003356
DQ103357,1090003357,Wilson Delgado Peláez,3105003357
TC103358,1090003358,Yesid Leal Delgado,3105003358
SR103359,1090003359,Zacarías Franco Escudero,3105003359
C103360,1090003360,Ana Nieto Salgado,3105003360
C103361,1090003361,Beatriz Urrego Galvis,3105003361
TC103362,1090003362,Camila Cuartas Hincapié,3105003362
SG103363,1090003363,Diana Jurado Valderrama,3105003363
C103364,1090003364,Elena Escudero Jurado,3105003364
C103365,1090003365,Fabiola Montoya Lemus,3105003365
TC103366,1090003366,Gloria Tabares Zapata,3105003366
DQ103367,1090003367,Helena Bohórquez Acosta,3105003367
SG103368,1090003368,Irene Isaza Ocampo,3105003368
SG103369,1090003369,Julia Duarte Cuartas,3105003369
C103370,1090003370,Karen Lemus Duarte,3105003370
C103371,1090003371,Laura Salgado Rendón,3105003371
SR103372,1090003372,Marta Arcila Forero,3105003372
SG103373,1090003373,Nidia Higuita Gómez,3105003373
SG103374,1090003374,Olga Cadavid Urrego,3105003374
DQ103375,1090003375,Paula Jaramillo Isaza,3105003375
SG103376,1090003376,Rocío Rendón Jaramillo,3105003376
DQ103377,1090003377,Sandra Zapata Yepes,3105003377
VG103378,1090003378,Tatiana Galvis Muñoz,3105003378
TC103379,1090003379,Úrsula Bermúdez Nieto,3105003379
C103380,1090003380,Valeria Ibarra Bohórquez,3105003380
VG103381,1090003381,Ximena Quiroga Cadavid,3105003381
DQ103382,1090003382,Yolanda Yepes Quiroga,3105003382
C103383,1090003383,Zulma Forero Espinal,3105003383
SG103384,1090003384,Alberto Acosta Franco,3105003384
SG103385,1090003385,Bernardo Hincapié Tabares,3105003385
C103386,1090003386,Carlos Peláez Higuita,3105003386
TC103387,1090003387,Damián Wilches Ibarra,3105003387
VG103388,1090003388,Eduardo Espinal Wilches,3105003388
DQ103389,1090003389,Fabián Muñoz Leal,3105003389
SR103390,1090003390,Germán Gómez Montoya,3105003390
C103391,1090003391,Hernán Ocampo Arcila,3105003391
C103392,1090003392,Iván Valderrama Bermúdez,3105003392
C103393,1090003393,Jaime Delgado Peláez,3105003393
VG103394,1090003394,Kevin Leal Delgado,3105003394
SR103395,1090003395,Leonardo Franco Escudero,3105003395
C103396,1090003396,Mauricio Nieto Salgado,3105003396
DQ103397,1090003397,Nelson Urrego Galvis,3105003397
DQ103398,1090003398,Óscar Cuartas Hincapié,3105003398
C103399,1090003399,Pablo Jurado Valderrama,3105003399
TC103400,1090003400,Ramiro Escudero Jurado,3105003400
C103401,1090003401,Sergio Montoya Lemus,3105003401
TC103402,1090003402,Tomás Tabares Zapata,3105003402
C103403,1090003403,Ulises Bohórquez Acosta,3105003403
VG103404,1090003404,Vicente Isaza Ocampo,3105003404
C103405,1090003405,Wilson Duarte Cuartas,3105003405
SR103406,1090003406,Yesid Lemus Duarte,3105003406
SG103407,1090003407,Zacarías Salgado Rendón,3105003407
VG103408,1090003408,Ana Arcila Forero,3105003408
DQ103409,1090003409,Beatriz Higuita Gómez,3105003409
VG103410,1090003410,Camila Cadavid Urrego,3105003410
VG103411,1090003411,Diana Jaramillo Isaza,3105003411
C103412,1090003412,Elena Rendón Jaramillo,3105003412
SG103413,1090003413,Fabiola Zapata Yepes,3105003413
SR103414,1090003414,Gloria Galvis Muñoz,3105003414
SR103415,1090003415,Helena Bermúdez Nieto,3105003415
VG103416,1090003416,Irene Ibarra Bohórquez,3105003416
TC103417,1090003417,Julia Quiroga Cadavid,3105003417
SG103418,1090003418,Karen Yepes Quiroga,3105003418
C103419,1090003419,Laura Forero Espinal,3105003419
DQ103420,1090003420,Marta Acosta Franco,3105003420
SG103421,1090003421,Nidia Hincapié Tabares,3105003421
VG103422,1090003422,Olga Peláez Higuita,3105003422
C103423,1090003423,Paula Wilches Ibarra,3105003423
CH103424,1090003424,Rocío Espinal Wilches,3105003424
C103425,1090003425,Sandra Muñoz Leal,3105003425
TC103426,1090003426,Tatiana Gómez Montoya,3105003426
TC103427,1090003427,Úrsula Ocampo Arcila,3105003427
DQ103428,1090003428,Valeria Valderrama Bermúdez,3105003428
C103429,1090003429,Ximena Delgado Peláez,3105003429
DQ103430,1090003430,Yolanda Leal Delgado,3105003430
C103431,1090003431,Zulma Franco Escudero,3105003431
C103432,1090003432,Alberto Nieto Salgado,3105003432
TC103433,1090003433,Bernardo Urrego Galvis,3105003433
TC103434,1090003434,Carlos Cuartas Hincapié,3105003434
SG103435,1090003435,Damián Jurado Valderrama,3105003435
TCF103436,1090003436,Eduardo Escudero Jurado,3105003436
DQ103437,1090003437,Fabián Montoya Lemus,3105003437
DQ103438,1090003438,Germán Tabares Zapata,3105003438
VG103439,1090003439,Hernán Bohórquez Acosta,3105003439
SR103440,1090003440,Iván Isaza Ocampo,3105003440
CH103441,1090003441,Jaime Duarte Cuartas,3105003441
DQ103442,1090003442,Kevin Lemus Duarte,3105003442
TC103443,1090003443,Leonardo Salgado Rendón,3105003443
C103444,1090003444,Mauricio Arcila Forero,3105003444
CH103445,1090003445,Nelson Higuita Gómez,3105003445
TC103446,1090003446,Óscar Cadavid Urrego,3105003446
C103447,1090003447,Pablo Jaramillo Isaza,3105003447
VG103448,1090003448,Ramiro Rendón Jaramillo,3105003448
SG103449,1090003449,Sergio Zapata Yepes,3105003449
C103450,1090003450,Tomás Galvis Muñoz,3105003450
TC103451,1090003451,Ulises Bermúdez Nieto,3105003451
DQ103452,1090003452,Vicente Ibarra Bohórquez,3105003452
C103453,1090003453,Wilson Quiroga Cadavid,3105003453
C103454,1090003454,Yesid Yepes Quiroga,3105003454
TC103455,1090003455,Zacarías Forero Espinal,3105003455
TC103456,1090003456,Ana Acosta Franco,3105003456
C103457,1090003457,Beatriz Hincapié Tabares,3105003457
TC103458,1090003458,Camila Peláez Higuita,3105003458
C103459,1090003459,Diana Wilches Ibarra,3105003459
TC103460,1090003460,Elena Espinal Wilches,3105003460
DQ103461,1090003461,Fabiola Muñoz Leal,3105003461
TC103462,1090003462,Gloria Gómez Montoya,3105003462
TC103463,1090003463,Helena Ocampo Arcila,3105003463
DQ103464,1090003464,Irene Valderrama Bermúdez,3105003464
C103465,1090003465,Julia Delgado Peláez,3105003465
TC103466,1090003466,Karen Leal Delgado,3105003466
SG103467,1090003467,Laura Franco Escudero,3105003467
C103468,1090003468,Marta Nieto Salgado,3105003468
TC103469,1090003469,Nidia Urrego Galvis,3105003469
SR103470,1090003470,Olga Cuartas Hincapié,3105003470
TC103471,1090003471,Paula Jurado Valderrama,3105003471
SG103472,1090003472,Rocío Escudero Jurado,3105003472
SG103473,1090003473,Sandra Montoya Lemus,3105003473
C103474,1090003474,Tatiana Tabares Zapata,3105003474
C103475,1090003475,Úrsula Bohórquez Acosta,3105003475
SG103476,1090003476,Valeria Isaza Ocampo,3105003476
C103477,1090003477,Ximena Duarte Cuartas,3105003477
SR103478,1090003478,Yolanda Lemus Duarte,3105003478
TC103479,1090003479,Zulma Salgado Rendón,3105003479
SR103480,1090003480,Alberto Arcila Forero,3105003480
DQ103481,1090003481,Bernardo Higuita Gómez,3105003481
SG103482,1090003482,Carlos Cadavid Urrego,3105003482
DQ103483,1090003483,Damián Jaramillo Isaza,3105003483
C103484,1090003484,Eduardo Rendón Jaramillo,3105003484
SG103485,1090003485,Fabián Zapata Yepes,3105003485
DQ103486,1090003486,Germán Galvis Muñoz,3105003486
C103487,1090003487,Hernán Bermúdez Nieto,3105003487
VG103488,1090003488,Iván Ibarra Bohórquez,3105003488
DQ103489,1090003489,Jaime Quiroga Cadavid,3105003489
SR103490,1090003490,Kevin Yepes Quiroga,3105003490
SG103491,1090003491,Leonardo Forero Espinal,3105003491
DQ103492,1090003492,Mauricio Acosta Franco,3105003492
VG103493,1090003493,Nelson Hincapié Tabares,3105003493
TC103494,1090003494,Óscar Peláez Higuita,3105003494
TC103495,1090003495,Pablo Wilches Ibarra,3105003495
C103496,1090003496,Ramiro Espinal Wilches,3105003496
C103497,1090003497,Sergio Muñoz Leal,3105003497
SG103498,1090003498,Tomás Gómez Montoya,3105003498
DQ103499,1090003499,Ulises Ocampo Arcila,3105003499
C103500,1090003500,Vicente Valderrama Bermúdez,3105003500
SG103501,1090003501,Wilson Delgado Peláez,3105003501
C103502,1090003502,Yesid Leal Delgado,3105003502
SR103503,1090003503,Zacarías Franco Escudero,3105003503
SR103504,1090003504,Ana Nieto Salgado,3105003504
DQ103505,1090003505,Beatriz Urrego Galvis,3105003505
SG103506,1090003506,Camila Cuartas Hincapié,3105003506
C103507,1090003507,Diana Jurado Valderrama,3105003507
TC103508,1090003508,Elena Escudero Jurado,3105003508
TC103509,1090003509,Fabiola Montoya Lemus,3105003509
DQ103510,1090003510,Gloria Tabares Zapata,3105003510
DQ103511,1090003511,Helena Bohórquez Acosta,3105003511
DQ103512,1090003512,Irene Isaza Ocampo,3105003512
TCF103513,1090003513,Julia Duarte Cuartas,3105003513
TC103514,1090003514,Karen Lemus Duarte,3105003514
VG103515,1090003515,Laura Salgado Rendón,3105003515
TC103516,1090003516,Marta Arcila Forero,3105003516
SG103517,1090003517,Nidia Higuita Gómez,3105003517
TC103518,1090003518,Olga Cadavid Urrego,3105003518
VG103519,1090003519,Paula Jaramillo Isaza,3105003519
DQ103520,1090003520,Rocío Rendón Jaramillo,3105003520
DQ103521,1090003521,Sandra Zapata Yepes,3105003521
TCF103522,1090003522,Tatiana Galvis Muñoz,3105003522
SR103523,1090003523,Úrsula Bermúdez Nieto,3105003523
C103524,1090003524,Valeria Ibarra Bohórquez,3105003524
DQ103525,1090003525,Ximena Quiroga Cadavid,3105003525
SG103526,1090003526,Yolanda Yepes Quiroga,3105003526
SG103527,1090003527,Zulma Forero Espinal,3105003527
C103528,1090003528,Alberto Acosta Franco,3105003528
C103529,1090003529,Bernardo Hincapié Tabares,3105003529
TC103530,1090003530,Carlos Peláez Higuita,3105003530
TC103531,1090003531,Damián Wilches Ibarra,3105003531
DQ103532,1090003532,Eduardo Espinal Wilches,3105003532
DQ103533,1090003533,Fabián Muñoz Leal,3105003533
DQ103534,1090003534,Germán Gómez Montoya,3105003534
TC103535,1090003535,Hernán Ocampo Arcila,3105003535
TC103536,1090003536,Iván Valderrama Bermúdez,3105003536
SG103537,1090003537,Jaime Delgado Peláez,3105003537
TC103538,1090003538,Kevin Leal Delgado,3105003538
DQ103539,1090003539,Leonardo Franco Escudero,3105003539
DQ103540,1090003540,Mauricio Nieto Salgado,3105003540
TCF103541,1090003541,Nelson Urrego Galvis,3105003541
C103542,1090003542,Óscar Cuartas Hincapié,3105003542
TC103543,1090003543,Pablo Jurado Valderrama,3105003543
SG103544,1090003544,Ramiro Escudero Jurado,3105003544
SG103545,1090003545,Sergio Montoya Lemus,3105003545
SG103546,1090003546,Tomás Tabares Zapata,3105003546
CH103547,1090003547,Ulises Bohórquez Acosta,3105003547
SG103548,1090003548,Vicente Isaza Ocampo,3105003548
DG103549,1090003549,Wilson Duarte Cuartas,3105003549
TC103550,1090003550,Yesid Lemus Duarte,3105003550
SR103551,1090003551,Zacarías Salgado Rendón,3105003551
VG103552,1090003552,Ana Arcila Forero,3105003552
DQ103553,1090003553,Beatriz Higuita Gómez,3105003553
C103554,1090003554,Camila Cadavid Urrego,3105003554
CH103555,1090003555,Diana Jaramillo Isaza,3105003555
TC103556,1090003556,Elena Rendón Jaramillo,3105003556
C103557,1090003557,Fabiola Zapata Yepes,3105003557
DQ103558,1090003558,Gloria Galvis Muñoz,3105003558
TC103559,1090003559,Helena Bermúdez Nieto,3105003559
DQ103560,1090003560,Irene Ibarra Bohórquez,3105003560
CH103561,1090003561,Julia Quiroga Cadavid,3105003561
C103562,1090003562,Karen Yepes Quiroga,3105003562
C103563,1090003563,Laura Forero Espinal,3105003563
SR103564,1090003564,Marta Acosta Franco,3105003564
TCF103565,1090003565,Nidia Hincapié Tabares,3105003565
SR103566,1090003566,Olga Peláez Higuita,3105003566
SG103567,1090003567,Paula Wilches Ibarra,3105003567
TC103568,1090003568,Rocío Espinal Wilches,3105003568
C103569,1090003569,Sandra Muñoz Leal,3105003569
TC103570,1090003570,Tatiana Gómez Montoya,3105003570
TCF103571,1090003571,Úrsula Ocampo Arcila,3105003571
C103572,1090003572,Valeria Valderrama Bermúdez,3105003572
DQ103573,1090003573,Ximena Delgado Peláez,3105003573
CH103574,1090003574,Yolanda Leal Delgado,3105003574
C103575,1090003575,Zulma Franco Escudero,3105003575
TC103576,1090003576,Alberto Nieto Salgado,3105003576
TC103577,1090003577,Bernardo Urrego Galvis,3105003577
C103578,1090003578,Carlos Cuartas Hincapié,3105003578
SG103579,1090003579,Damián Jurado Valderrama,3105003579
DQ103580,1090003580,Eduardo Escudero Jurado,3105003580
SG103581,1090003581,Fabián Montoya Lemus,3105003581
TC103582,1090003582,Germán Tabares Zapata,3105003582
TC103583,1090003583,Hernán Bohórquez Acosta,3105003583
C103584,1090003584,Iván Isaza Ocampo,3105003584
TCF103585,1090003585,Jaime Duarte Cuartas,3105003585
TC103586,1090003586,Kevin Lemus Duarte,3105003586
TC103587,1090003587,Leonardo Salgado Rendón,3105003587
TC103588,1090003588,Mauricio Arcila Forero,3105003588
TC103589,1090003589,Nelson Higuita Gómez,3105003589
C103590,1090003590,Óscar Cadavid Urrego,3105003590
SG103591,1090003591,Pablo Jaramillo Isaza,3105003591
C103592,1090003592,Ramiro Rendón Jaramillo,3105003592
VG103593,1090003593,Sergio Zapata Yepes,3105003593
TC103594,1090003594,Tomás Galvis Muñoz,3105003594
SG103595,1090003595,Ulises Bermúdez Nieto,3105003595
TC103596,1090003596,Vicente Ibarra Bohórquez,3105003596
C103597,1090003597,Wilson Quiroga Cadavid,3105003597
DQ103598,1090003598,Yesid Yepes Quiroga,3105003598
DQ103599,1090003599,Zacarías Forero Espinal,3105003599
TC103600,1090003600,Ana Acosta Franco,3105003600
DQ103601,1090003601,Beatriz Hincapié Tabares,3105003601
SG103602,1090003602,Camila Peláez Higuita,3105003602
SR103603,1090003603,Diana Wilches Ibarra,3105003603
SR103604,1090003604,Elena Espinal Wilches,3105003604
C103605,1090003605,Fabiola Muñoz Leal,3105003605
VG103606,1090003606,Gloria Gómez Montoya,3105003606
VG103607,1090003607,Helena Ocampo Arcila,3105003607
TC103608,1090003608,Irene Valderrama Bermúdez,3105003608
TCF103609,1090003609,Julia Delgado Peláez,3105003609
C103610,1090003610,Karen Leal Delgado,3105003610
C103611,1090003611,Laura Franco Escudero,3105003611
TC103612,1090003612,Marta Nieto Salgado,3105003612
C103613,1090003613,Nidia Urrego Galvis,3105003613
DQ103614,1090003614,Olga Cuartas Hincapié,3105003614
VG103615,1090003615,Paula Jurado Valderrama,3105003615
C103616,1090003616,Rocío Escudero Jurado,3105003616
SG103617,1090003617,Sandra Montoya Lemus,3105003617
C103618,1090003618,Tatiana Tabares Zapata,3105003618
TC103619,1090003619,Úrsula Bohórquez Acosta,3105003619
C103620,1090003620,Valeria Isaza Ocampo,3105003620
C103621,1090003621,Ximena Duarte Cuartas,3105003621
TC103622,1090003622,Yolanda Lemus Duarte,3105003622
TC103623,1090003623,Zulma Salgado Rendón,3105003623
VG103624,1090003624,Alberto Arcila Forero,3105003624
SG103625,1090003625,Bernardo Higuita Gómez,3105003625
C103626,1090003626,Carlos Cadavid Urrego,3105003626
SR103627,1090003627,Damián Jaramillo Isaza,3105003627
VG103628,1090003628,Eduardo Rendón Jaramillo,3105003628
DQ103629,1090003629,Fabián Zapata Yepes,3105003629
SG103630,1090003630,Germán Galvis Muñoz,3105003630
TCF103631,1090003631,Hernán Bermúdez Nieto,3105003631
SR103632,1090003632,Iván Ibarra Bohórquez,3105003632
CH103633,1090003633,Jaime Quiroga Cadavid,3105003633
C103634,1090003634,Kevin Yepes Quiroga,3105003634
SG103635,1090003635,Leonardo Forero Espinal,3105003635
TCF103636,1090003636,Mauricio Acosta Franco,3105003636
SG103637,1090003637,Nelson Hincapié Tabares,3105003637
SG103638,1090003638,Óscar Peláez Higuita,3105003638
TC103639,1090003639,Pablo Wilches Ibarra,3105003639
C103640,1090003640,Ramiro Espinal Wilches,3105003640
TCF103641,1090003641,Sergio Muñoz Leal,3105003641
C103642,1090003642,Tomás Gómez Montoya,3105003642
TCF103643,1090003643,Ulises Ocampo Arcila,3105003643
TC103644,1090003644,Vicente Valderrama Bermúdez,3105003644
TC103645,1090003645,Wilson Delgado Peláez,3105003645
SG103646,1090003646,Yesid Leal Delgado,3105003646
TC103647,1090003647,Zacarías Franco Escudero,3105003647
DQ103648,1090003648,Ana Nieto Salgado,3105003648
C103649,1090003649,Beatriz Urrego Galvis,3105003649
TC103650,1090003650,Camila Cuartas Hincapié,3105003650
TC103651,1090003651,Diana Jurado Valderrama,3105003651
DQ103652,1090003652,Elena Escudero Jurado,3105003652
VG103653,1090003653,Fabiola Montoya Lemus,3105003653
DQ103654,1090003654,Gloria Tabares Zapata,3105003654
C103655,1090003655,Helena Bohórquez Acosta,3105003655
SG103656,1090003656,Irene Isaza Ocampo,3105003656
SG103657,1090003657,Julia Duarte Cuartas,3105003657
C103658,1090003658,Karen Lemus Duarte,3105003658
DQ103659,1090003659,Laura Salgado Rendón,3105003659
C103660,1090003660,Marta Arcila Forero,3105003660
DQ103661,1090003661,Nidia Higuita Gómez,3105003661
TC103662,1090003662,Olga Cadavid Urrego,3105003662
TC103663,1090003663,Paula Jaramillo Isaza,3105003663
C103664,1090003664,Rocío Rendón Jaramillo,3105003664
DQ103665,1090003665,Sandra Zapata Yepes,3105003665
TC103666,1090003666,Tatiana Galvis Muñoz,3105003666
SR103667,1090003667,Úrsula Bermúdez Nieto,3105003667
SG103668,1090003668,Valeria Ibarra Bohórquez,3105003668
DQ103669,1090003669,Ximena Quiroga Cadavid,3105003669
TCF103670,1090003670,Yolanda Yepes Quiroga,3105003670
TCF103671,1090003671,Zulma Forero Espinal,3105003671
SR103672,1090003672,Alberto Acosta Franco,3105003672
DQ103673,1090003673,Bernardo Hincapié Tabares,3105003673
VG103674,1090003674,Carlos Peláez Higuita,3105003674
VG103675,1090003675,Damián Wilches Ibarra,3105003675
SG103676,1090003676,Eduardo Espinal Wilches,3105003676
TC103677,1090003677,Fabián Muñoz Leal,3105003677
C103678,1090003678,Germán Gómez Montoya,3105003678
C103679,1090003679,Hernán Ocampo Arcila,3105003679
DQ103680,1090003680,Iván Valderrama Bermúdez,3105003680
C103681,1090003681,Jaime Delgado Peláez,3105003681
SR103682,1090003682,Kevin Leal Delgado,3105003682
TC103683,1090003683,Leonardo Franco Escudero,3105003683
SG103684,1090003684,Mauricio Nieto Salgado,3105003684
SG103685,1090003685,Nelson Urrego Galvis,3105003685
